procWeight, totalSymbols, maximumResourceConsumption, reproductionLength, localCELength, stackHeight, numReturns
5.0, 10000000, 954, 711, 0, 294, 4000624
0.5, 10000000, 934, 630, 2, 13, 1428028
0.1, 100000000, 26344579, 26344521, 53, 2, 3705279
2.0, 100000000, 618, 365, 5, 88, 30768776
2.0, 1000000000, 752, 326, 3, 98, 307679665
5.0, 1, 1, 1, 0, 1, 0
5.0, 10, 10, 10, 1, 7, 0
5.0, 100, 87, 87, 2, 54, 11
5.0, 1000, 453, 453, 2, 250, 256
5.0, 10000, 1558, 1524, 0, 749, 3529
5.0, 100000, 3034, 2774, 1, 1328, 39150
5.0, 1000000, 3830, 3109, 3, 1463, 399248
5.0, 10000000, 3881, 2445, 4, 1173, 4000040
0.5, 1000000000, 59457, 59206, 24, 11, 142862604
1.0, 1, 1, 1, 0, 1, 0
1.0, 10, 10, 10, 0, 3, 0
1.0, 100, 56, 52, 10, 11, 8
1.0, 1000, 184, 161, 2, 39, 189
1.0, 10000, 283, 155, 1, 34, 2182
1.0, 100000, 295, 155, 3, 42, 22315
1.0, 1000000, 375, 241, 8, 38, 222119
1.0, 100000000, 486, 241, 0, 25, 22220136
1.0, 10000000, 449, 195, 2, 38, 2223166
5.0, 100000000, 1007, 674, 0, 279, 39997359
2.0, 100000000, 1279, 758, 2, 263, 30769171
0.5, 100000000, 4299, 4125, 1, 16, 14290702
5.0, 100000000, 4324, 2946, 8, 1410, 39999473
1.0, 100000000, 475, 180, 4, 17, 22221618
0.1, 1000000000, 263232375, 263232333, 263232332, 1, 37036947
0.5, 1, 1, 1, 0, 1, 0
0.5, 10, 10, 10, 4, 2, 0
0.5, 100, 74, 74, 4, 10, 6
0.5, 1000, 163, 110, 3, 16, 134
0.5, 10000, 310, 151, 0, 18, 1424
0.5, 100000, 344, 223, 1, 18, 14416
0.5, 1000000, 404, 234, 1, 11, 142602
2.0, 1000000000, 675, 260, 4, 82, 307693309
5.0, 1, 1, 1, 0, 1, 0
5.0, 10, 10, 10, 0, 8, 0
5.0, 100, 73, 73, 0, 46, 15
5.0, 1000, 378, 368, 2, 176, 283
5.0, 10000, 1141, 1090, 0, 486, 3687
5.0, 100000, 1737, 1303, 4, 547, 39713
5.0, 1000000, 1941, 1287, 3, 517, 399995
0.5, 10000000, 1120, 860, 9, 13, 1429201
5.0, 10000000, 2012, 1333, 0, 543, 3999668
5.0, 1000000000, 1076, 663, 4, 266, 399999566
0.01, 1, 1, 1, 0, 1, 0
0.01, 10, 10, 10, 9, 1, 0
0.01, 100, 100, 100, 16, 2, 0
0.01, 1000, 882, 882, 881, 1, 2
0.01, 10000, 9227, 9227, 9226, 1, 37
0.01, 100000, 89769, 89769, 89768, 1, 396
0.01, 1000000, 899779, 899779, 899778, 1, 3870
0.01, 10000000, 8948256, 8948256, 8948255, 1, 39723
2.0, 1000000000, 1309, 787, 0, 285, 307713531
5.0, 1, 1, 1, 0, 1, 0
5.0, 10, 10, 10, 1, 5, 0
5.0, 100, 93, 93, 0, 61, 5
5.0, 1000, 543, 541, 6, 314, 211
5.0, 10000, 3392, 3391, 1, 1859, 2906
5.0, 100000, 25763, 25761, 1, 13521, 32012
5.0, 1000000, 226936, 226936, 0, 117299, 329716
1.0, 1000000000, 571, 244, 11, 26, 222226026
2.0, 1, 1, 1, 0, 1, 0
2.0, 10, 10, 10, 1, 6, 0
2.0, 100, 75, 75, 2, 36, 10
2.0, 1000, 196, 170, 1, 66, 263
2.0, 10000, 282, 179, 4, 66, 2999
2.0, 100000, 321, 265, 5, 89, 30610
2.0, 1000000, 402, 245, 4, 83, 307404
5.0, 10000000, 2215342, 2215342, 4, 1149363, 3309920
2.0, 10000000, 463, 244, 2, 65, 3076418
0.5, 1000000000, 40888, 40751, 12, 14, 142866256
1.0, 1, 1, 1, 0, 1, 0
1.0, 10, 9, 9, 0, 5, 1
1.0, 100, 76, 76, 1, 20, 9
1.0, 1000, 135, 111, 6, 30, 208
1.0, 10000, 215, 152, 6, 35, 2198
1.0, 100000, 286, 157, 1, 36, 22185
1.0, 1000000, 364, 157, 4, 32, 222644
1.0, 10000000, 447, 215, 3, 34, 2223425
5.0, 1000000000, 4503, 3172, 0, 1501, 399992931
0.01, 1, 1, 1, 0, 1, 0
0.01, 10, 10, 10, 9, 1, 0
0.01, 100, 100, 100, 99, 1, 0
0.01, 1000, 906, 906, 905, 1, 7
0.01, 10000, 8324, 8324, 8323, 1, 45
0.01, 100000, 89571, 89502, 89501, 1, 381
0.01, 1000000, 889616, 889616, 889615, 1, 3964
0.5, 100000000, 6992, 6819, 0, 11, 14288135
5.0, 100000000, 2177, 1255, 0, 536, 40000185
0.01, 10000000, 8906054, 8906054, 8906053, 1, 39627
0.01, 100000000, 89505234, 89505234, 89505233, 1, 397450
1.0, 1000000000, 571, 308, 9, 43, 222234597
2.0, 1, 1, 1, 0, 1, 0
2.0, 10, 10, 10, 0, 6, 0
2.0, 100, 74, 74, 3, 28, 11
2.0, 1000, 250, 205, 0, 79, 260
2.0, 10000, 340, 309, 1, 111, 3019
2.0, 100000, 436, 260, 0, 87, 30809
2.0, 1000000, 483, 323, 2, 102, 307743
5.0, 100000000, 22092070, 22092070, 0, 11458063, 33123169
2.0, 10000000, 552, 262, 0, 92, 3076615
2.0, 100000000, 501, 195, 3, 56, 30769127
1.0, 100000000, 475, 130, 0, 24, 22227367
0.01, 100000000, 88984719, 88984719, 88984718, 1, 396596
2.0, 100000000, 596, 364, 0, 104, 30772989
5.0, 1000000000, 2241, 1276, 3, 527, 400006430
1.0, 1, 1, 1, 0, 1, 0
1.0, 10, 10, 10, 0, 3, 0
1.0, 100, 72, 72, 1, 23, 9
1.0, 1000, 183, 171, 6, 44, 182
1.0, 10000, 239, 202, 2, 46, 2211
1.0, 100000, 330, 177, 6, 39, 22241
1.0, 1000000, 411, 234, 4, 44, 222203
1.0, 10000000, 414, 129, 0, 21, 2223031
0.5, 1000000000, 65056, 64800, 16, 11, 142848316
1.0, 1, 1, 1, 0, 1, 0
1.0, 10, 10, 10, 0, 6, 0
1.0, 100, 85, 85, 2, 23, 4
1.0, 1000, 242, 98, 0, 24, 199
1.0, 10000, 242, 164, 4, 38, 2168
1.0, 100000, 263, 129, 13, 22, 22131
1.0, 1000000, 362, 197, 2, 42, 222132
5.0, 1000000000, 221016009, 221015994, 2, 114638102, 331225160
0.01, 1, 1, 1, 0, 1, 0
0.01, 10, 10, 10, 9, 1, 0
0.01, 100, 100, 100, 99, 1, 0
0.01, 1000, 900, 900, 7, 2, 5
0.01, 10000, 9008, 8964, 8963, 1, 39
0.01, 100000, 89370, 89370, 89369, 1, 385
0.01, 1000000, 891508, 891508, 891507, 1, 3942
1.0, 10000000, 414, 175, 9, 41, 2222774
0.01, 10000000, 8929869, 8929869, 8929868, 1, 39579
0.01, 1000000000, 895121106, 895121106, 895121105, 1, 3971213
0.5, 1, 1, 1, 0, 1, 0
0.5, 10, 10, 10, 8, 2, 0
0.5, 100, 77, 77, 0, 9, 8
0.5, 1000, 165, 90, 3, 9, 116
0.5, 10000, 213, 79, 1, 9, 1383
0.5, 100000, 276, 143, 5, 10, 14373
0.5, 1000000, 550, 355, 1, 14, 143005
0.5, 10000000, 2757, 2584, 5, 9, 1427543
2.0, 1000000000, 549, 211, 1, 56, 307689293
0.01, 1, 1, 1, 0, 1, 0
0.01, 10, 10, 10, 9, 1, 0
0.01, 100, 97, 97, 96, 1, 1
0.01, 1000, 964, 964, 963, 1, 3
0.01, 10000, 9106, 9106, 9105, 1, 37
0.01, 100000, 89723, 89723, 89722, 1, 381
0.01, 1000000, 889522, 889522, 889521, 1, 4124
0.01, 10000000, 8945880, 8945880, 8945879, 1, 39714
1.0, 100000000, 491, 242, 8, 43, 22219778
0.01, 1000000000, 889533192, 889533192, 889533191, 1, 3968765
2.0, 1, 1, 1, 0, 1, 0
2.0, 10, 10, 10, 1, 7, 0
2.0, 100, 63, 59, 0, 24, 15
2.0, 1000, 230, 215, 1, 75, 256
2.0, 10000, 381, 246, 0, 87, 2948
2.0, 100000, 409, 175, 1, 61, 30717
2.0, 1000000, 470, 280, 0, 77, 307782
1.0, 1000000000, 566, 217, 2, 30, 222227238
0.01, 1, 1, 1, 0, 1, 0
0.01, 10, 10, 10, 9, 1, 0
0.01, 100, 75, 75, 74, 1, 1
0.01, 1000, 966, 966, 965, 1, 2
0.01, 10000, 9166, 9166, 9165, 1, 27
0.01, 100000, 91610, 91544, 16, 2, 360
0.01, 1000000, 901609, 901609, 901608, 1, 3941
2.0, 10000000, 533, 327, 2, 94, 3076207
0.01, 10000000, 8987073, 8987073, 8987072, 1, 40047
1.0, 100000000, 456, 186, 4, 35, 22224840
0.01, 100000000, 89240313, 89240310, 89240309, 1, 397456
0.5, 100000000, 21806, 21590, 1, 12, 14283297
2.0, 1000000000, 681, 270, 3, 82, 307687482
0.1, 1, 1, 1, 0, 1, 0
0.1, 10, 10, 10, 9, 1, 0
0.1, 100, 84, 79, 8, 5, 3
0.1, 1000, 377, 377, 11, 4, 35
0.1, 10000, 2518, 2446, 1, 2, 358
0.1, 100000, 27072, 27072, 23, 2, 3656
0.1, 1000000, 281988, 281910, 8, 3, 37057
0.1, 10000000, 2795397, 2795397, 3, 6, 370267
0.01, 100000000, 89480119, 89480119, 89480118, 1, 396457
2.0, 100000000, 632, 308, 6, 94, 30768252
0.01, 100000000, 89990683, 89990683, 89990682, 1, 396764
0.1, 100000000, 27987298, 27987298, 27, 9, 3698351
1.0, 1000000000, 534, 316, 4, 39, 222220031
2.0, 1, 1, 1, 0, 1, 0
2.0, 10, 10, 10, 2, 5, 0
2.0, 100, 70, 70, 0, 33, 10
2.0, 1000, 308, 268, 1, 98, 237
2.0, 10000, 513, 339, 2, 124, 3010
2.0, 100000, 575, 276, 2, 91, 30635
2.0, 1000000, 601, 348, 1, 109, 308379
2.0, 10000000, 657, 367, 0, 117, 3076147
1.0, 1000000000, 501, 250, 3, 42, 222224594
1.0, 1, 1, 1, 0, 1, 0
1.0, 10, 10, 10, 4, 2, 0
1.0, 100, 79, 76, 6, 14, 8
1.0, 1000, 187, 86, 5, 15, 199
1.0, 10000, 225, 126, 23, 16, 2167
1.0, 100000, 259, 128, 6, 17, 22169
1.0, 1000000, 324, 121, 2, 18, 222151
1.0, 10000000, 417, 215, 3, 22, 2223625
0.5, 1000000000, 217635, 217435, 16, 11, 142849982
1.0, 1, 1, 1, 0, 1, 0
1.0, 10, 10, 10, 0, 4, 0
1.0, 100, 74, 66, 6, 12, 12
1.0, 1000, 171, 140, 2, 26, 204
1.0, 10000, 246, 149, 6, 23, 2245
1.0, 100000, 289, 180, 0, 33, 22178
1.0, 1000000, 324, 187, 7, 27, 221870
1.0, 10000000, 422, 201, 5, 34, 2221707
0.01, 1000000000, 892694571, 892694571, 892694570, 1, 3969988
2.0, 1, 1, 1, 0, 1, 0
2.0, 10, 9, 8, 1, 2, 1
2.0, 100, 87, 87, 5, 30, 7
2.0, 1000, 207, 200, 0, 62, 263
2.0, 10000, 380, 348, 3, 94, 2963
2.0, 1000000000, 671, 335, 1, 87, 307680544
5.0, 1, 1, 1, 0, 1, 0
5.0, 10, 10, 10, 0, 7, 0
5.0, 100, 70, 70, 0, 40, 15
5.0, 1000, 362, 339, 0, 168, 294
5.0, 10000, 738, 615, 2, 282, 3805
2.0, 100000, 440, 230, 1, 63, 30651
5.0, 100000, 1011, 760, 2, 346, 39886
2.0, 1000000, 467, 258, 3, 77, 307706
5.0, 1000000, 1160, 781, 2, 339, 399903
0.01, 1000000000, 894564398, 894564398, 894564397, 1, 3964727
0.1, 1, 1, 1, 0, 1, 0
0.1, 10, 10, 10, 9, 1, 0
0.1, 100, 61, 36, 22, 2, 4
0.1, 1000, 319, 294, 293, 1, 36
0.1, 10000, 3007, 2928, 1, 2, 364
0.1, 100000, 27489, 27482, 23, 4, 3691
0.1, 1000000, 273481, 273481, 273480, 1, 37186
0.01, 1000000000, 900197780, 900197780, 900197779, 1, 3967406
0.1, 1, 1, 1, 0, 1, 0
0.1, 10, 9, 9, 8, 1, 1
0.1, 100, 73, 21, 20, 1, 5
0.1, 1000, 511, 486, 0, 3, 36
0.1, 10000, 3110, 3110, 3109, 1, 352
0.1, 100000, 29891, 29891, 42, 3, 3698
0.1, 1000000, 302136, 302086, 302085, 1, 37124
5.0, 10000000, 1211, 682, 0, 301, 4000432
2.0, 10000000, 519, 273, 3, 75, 3076210
2.0, 100000000, 690, 366, 3, 113, 30768692
0.1, 10000000, 2759455, 2759439, 61, 2, 369836
0.1, 10000000, 3011384, 3011353, 3011352, 1, 371179
1.0, 100000000, 475, 215, 3, 20, 22224309
1.0, 100000000, 445, 194, 3, 25, 22222699
0.1, 1000000000, 279580052, 279579984, 64, 2, 37027784
0.5, 1, 1, 1, 0, 1, 0
0.5, 10, 9, 7, 6, 1, 1
0.5, 100, 55, 51, 1, 6, 10
0.5, 1000, 163, 122, 0, 12, 142
0.5, 10000, 233, 157, 1, 13, 1430
0.5, 100000, 343, 165, 60, 4, 14123
0.5, 1000000, 686, 570, 2, 11, 142633
0.5, 10000000, 1823, 1546, 19, 7, 1426270
5.0, 100000000, 1333, 815, 5, 348, 40002316
2.0, 100000000, 593, 312, 3, 83, 30767340
0.1, 100000000, 27565269, 27565252, 64, 3, 3702149
0.1, 100000000, 30221351, 30221351, 2, 2, 3704460
0.5, 100000000, 14411, 14176, 0, 7, 14286742
2.0, 1000000000, 752, 471, 0, 153, 307678336
5.0, 1, 1, 1, 0, 1, 0
5.0, 10, 10, 10, 0, 8, 0
5.0, 100, 80, 80, 0, 52, 12
5.0, 1000, 472, 465, 2, 257, 243
5.0, 10000, 1788, 1774, 5, 921, 3457
5.0, 100000, 6504, 6367, 0, 3108, 38198
5.0, 1000000, 23699, 23523, 3, 11226, 393359
5.0, 10000000, 84338, 83705, 2, 39092, 3977069
1.0, 1000000000, 676, 244, 0, 13, 222235429
2.0, 1, 1, 1, 0, 1, 0
2.0, 10, 10, 10, 0, 7, 0
2.0, 100, 69, 69, 1, 22, 14
2.0, 1000, 187, 179, 0, 54, 274
2.0, 10000, 249, 195, 6, 41, 3050
2.0, 100000, 329, 204, 0, 49, 30833
2.0, 1000000, 335, 184, 6, 45, 307924
2.0, 10000000, 390, 249, 0, 40, 3077925
1.0, 1000000000, 514, 261, 0, 31, 222220742
2.0, 1, 1, 1, 0, 1, 0
2.0, 10, 9, 9, 0, 4, 1
2.0, 100, 81, 81, 3, 25, 12
2.0, 1000, 269, 259, 9, 78, 275
2.0, 10000, 281, 232, 0, 75, 3032
2.0, 100000, 353, 189, 1, 58, 30852
2.0, 1000000, 390, 192, 1, 55, 307818
5.0, 1000000000, 1441, 941, 3, 374, 400003902
0.01, 1, 1, 1, 0, 1, 0
0.01, 10, 10, 10, 9, 1, 0
0.01, 100, 100, 100, 21, 2, 0
0.01, 1000, 919, 919, 918, 1, 2
0.01, 10000, 8858, 8840, 8839, 1, 34
0.01, 100000, 87206, 87206, 87205, 1, 383
0.01, 1000000, 883298, 883298, 883297, 1, 3891
2.0, 10000000, 434, 234, 0, 61, 3076800
0.01, 10000000, 8813063, 8813063, 8813062, 1, 39721
2.0, 1000000000, 593, 250, 4, 68, 307696741
5.0, 1, 1, 1, 0, 1, 0
5.0, 10, 9, 9, 0, 4, 1
5.0, 100, 78, 78, 0, 48, 13
5.0, 1000, 362, 329, 3, 162, 310
5.0, 10000, 886, 817, 0, 348, 3780
5.0, 100000, 1200, 867, 3, 364, 39696
5.0, 1000000, 1264, 848, 0, 352, 399395
5.0, 100000000, 412232, 411088, 0, 190096, 39885679
0.1, 1000000000, 274648173, 274648116, 7, 5, 37039079
0.5, 1, 1, 1, 0, 1, 0
0.5, 10, 10, 10, 4, 2, 0
0.5, 100, 62, 62, 1, 8, 6
0.5, 1000, 138, 132, 3, 20, 134
0.5, 10000, 241, 179, 66, 7, 1444
0.5, 100000, 280, 82, 5, 11, 14323
0.5, 1000000, 530, 413, 2, 16, 143345
5.0, 10000000, 1312, 785, 3, 319, 3999039
0.5, 10000000, 1277, 962, 1, 13, 1429367
0.1, 1000000000, 302166143, 302166143, 5, 4, 37033578
0.5, 1, 1, 1, 0, 1, 0
0.5, 10, 10, 10, 4, 3, 0
0.5, 100, 67, 67, 13, 9, 8
0.5, 1000, 134, 80, 41, 7, 137
0.5, 10000, 268, 204, 9, 17, 1391
0.5, 100000, 316, 243, 0, 13, 14302
0.5, 1000000, 597, 443, 18, 13, 142895
0.5, 10000000, 3891, 3686, 45, 4, 1429269
2.0, 100000000, 421, 178, 1, 32, 30769937
2.0, 100000000, 498, 321, 1, 58, 30765219
0.01, 100000000, 88096067, 88096067, 88096066, 1, 397350
0.5, 1000000000, 143561, 143390, 0, 14, 142869819
1.0, 1, 1, 1, 0, 1, 0
1.0, 10, 9, 9, 6, 3, 1
1.0, 100, 63, 63, 1, 18, 12
1.0, 1000, 158, 69, 7, 18, 208
1.0, 10000, 277, 110, 2, 27, 2234
1.0, 100000, 324, 223, 0, 47, 22106
1.0, 1000000, 390, 195, 2, 32, 221756
1.0, 10000000, 465, 212, 3, 26, 2222914
5.0, 100000000, 1367, 1045, 5, 416, 39998370
0.5, 100000000, 10809, 10611, 7, 19, 14288398
0.5, 100000000, 35968, 35851, 10, 8, 14288282
1.0, 100000000, 482, 203, 1, 25, 22224409
5.0, 1000000000, 2510254, 2509404, 3, 1154311, 399307440
0.01, 1, 1, 1, 0, 1, 0
0.01, 10, 10, 10, 9, 1, 0
0.01, 100, 92, 71, 70, 1, 1
0.01, 1000, 852, 852, 851, 1, 7
0.01, 10000, 9075, 9075, 9074, 1, 38
0.01, 100000, 90102, 90046, 90045, 1, 375
0.01, 1000000, 890575, 890575, 890574, 1, 3994
0.01, 10000000, 8905981, 8905981, 8905980, 1, 39675
2.0, 1000000000, 466, 194, 0, 41, 307683142
5.0, 1, 1, 1, 0, 1, 0
5.0, 10, 10, 10, 2, 7, 0
5.0, 100, 72, 72, 0, 40, 14
5.0, 1000, 220, 218, 1, 91, 332
5.0, 10000, 336, 324, 0, 126, 3938
5.0, 100000, 417, 264, 0, 101, 39858
5.0, 1000000, 474, 340, 3, 111, 400094
5.0, 10000000, 504, 277, 0, 103, 3999213
0.01, 1000000000, 881211173, 881211173, 881211172, 1, 3967381
0.1, 1, 1, 1, 0, 1, 0
0.1, 10, 10, 10, 9, 1, 0
0.1, 100, 96, 96, 9, 2, 1
0.1, 1000, 311, 311, 310, 1, 38
0.1, 10000, 2677, 2564, 32, 2, 362
0.1, 100000, 19615, 19615, 3, 3, 3808
0.1, 1000000, 219438, 219279, 219278, 1, 36914
2.0, 1000000000, 499, 307, 0, 55, 307676664
5.0, 1, 1, 1, 0, 1, 0
5.0, 10, 10, 10, 0, 8, 0
5.0, 100, 79, 75, 1, 45, 13
5.0, 1000, 272, 264, 0, 134, 313
5.0, 10000, 478, 466, 2, 207, 3861
5.0, 100000, 617, 389, 1, 164, 39891
5.0, 1000000, 646, 429, 0, 192, 399586
0.1, 10000000, 2208227, 2208167, 53, 2, 370064
0.01, 100000000, 89078818, 89078818, 89078817, 1, 397562
5.0, 10000000, 737, 427, 1, 189, 3999843
5.0, 1000000000, 1473, 853, 1, 350, 399993739
0.01, 1, 1, 1, 0, 1, 0
0.01, 10, 10, 10, 9, 1, 0
0.01, 100, 100, 100, 99, 1, 0
0.01, 1000, 876, 876, 875, 1, 2
0.01, 10000, 9276, 9276, 9275, 1, 28
0.01, 100000, 89952, 89900, 89899, 1, 366
0.01, 1000000, 898008, 898008, 898007, 1, 3907
0.01, 10000000, 8933021, 8933021, 8933020, 1, 39317
0.5, 1000000000, 105097, 104770, 7, 12, 142840631
1.0, 1, 1, 1, 0, 1, 0
1.0, 10, 9, 9, 2, 4, 1
1.0, 100, 71, 71, 0, 13, 6
1.0, 1000, 217, 184, 4, 37, 194
1.0, 10000, 278, 161, 3, 26, 2155
1.0, 100000, 323, 204, 1, 42, 22250
1.0, 1000000, 417, 241, 1, 32, 221843
1.0, 10000000, 417, 160, 6, 23, 2222818
0.5, 1000000000, 352151, 351907, 0, 6, 142861243
1.0, 1, 1, 1, 0, 1, 0
1.0, 10, 10, 10, 3, 2, 0
1.0, 100, 63, 63, 5, 14, 12
1.0, 1000, 119, 43, 0, 11, 203
1.0, 10000, 189, 123, 0, 22, 2185
1.0, 100000, 234, 154, 0, 25, 22208
1.0, 1000000, 318, 217, 0, 26, 222257
5.0, 100000000, 559, 340, 5, 114, 39997395
1.0, 10000000, 391, 189, 0, 22, 2221863
0.1, 100000000, 22166013, 22165957, 9, 4, 3702256
5.0, 100000000, 821, 522, 3, 210, 39999373
0.01, 100000000, 89285679, 89285679, 89285678, 1, 396261
1.0, 1000000000, 613, 190, 10, 23, 222204469
2.0, 1, 1, 1, 0, 1, 0
2.0, 10, 10, 10, 0, 5, 0
2.0, 100, 78, 78, 1, 27, 13
2.0, 1000, 204, 204, 5, 59, 257
2.0, 10000, 324, 271, 7, 62, 3022
2.0, 100000, 374, 220, 1, 67, 30722
2.0, 1000000, 422, 277, 6, 78, 307516
2.0, 10000000, 482, 255, 8, 66, 3077326
1.0, 100000000, 494, 263, 9, 32, 22222025
1.0, 100000000, 514, 171, 7, 17, 22219585
2.0, 100000000, 582, 246, 0, 64, 30771551
0.01, 1000000000, 890768497, 890768497, 890768496, 1, 3969141
0.1, 1, 1, 1, 0, 1, 0
0.1, 10, 10, 10, 3, 2, 0
0.1, 100, 83, 83, 9, 4, 2
0.1, 1000, 364, 364, 363, 1, 33
0.1, 10000, 2656, 2630, 31, 3, 357
0.1, 100000, 25903, 25898, 25897, 1, 3742
0.1, 1000000, 260524, 260524, 4, 3, 37099
0.1, 10000000, 2608249, 2608131, 20, 2, 370856
5.0, 1000000000, 582, 318, 1, 124, 399997935
0.01, 1, 1, 1, 0, 1, 0
0.01, 10, 10, 10, 9, 1, 0
0.01, 100, 100, 100, 99, 1, 0
0.01, 1000, 938, 938, 41, 2, 3
0.01, 10000, 8706, 8706, 8705, 1, 37
0.01, 100000, 89898, 89898, 89897, 1, 377
0.01, 1000000, 893459, 893459, 893458, 1, 3905
0.01, 10000000, 8950644, 8950644, 8950643, 1, 39639
5.0, 1000000000, 821, 434, 1, 183, 399998544
0.1, 100000000, 26070630, 26070601, 20, 5, 3702797
0.1, 1000000000, 221520494, 221520493, 24, 2, 37030437
0.01, 1000000000, 892922807, 892922807, 25, 2, 3968400
0.1, 1, 1, 1, 0, 1, 0
0.1, 10, 10, 10, 9, 1, 0
0.1, 100, 100, 100, 12, 2, 0
0.1, 1000, 424, 424, 423, 1, 39
0.1, 10000, 2114, 2079, 10, 2, 401
0.1, 100000, 28943, 28903, 28902, 1, 3544
0.1, 1000000, 270529, 270529, 270528, 1, 36709
0.1, 10000000, 2689135, 2689135, 74, 3, 370349
1.0, 1000000000, 554, 343, 3, 32, 222198306
1.0, 1000000000, 590, 218, 0, 17, 222218785
2.0, 1, 1, 1, 0, 1, 0
2.0, 10, 10, 10, 5, 3, 0
2.0, 100, 74, 68, 0, 21, 12
2.0, 1000, 186, 132, 0, 35, 265
2.0, 10000, 294, 160, 2, 42, 3036
2.0, 100000, 319, 207, 3, 48, 30740
2.0, 1000000, 323, 216, 1, 39, 307929
0.01, 100000000, 89484400, 89484400, 89484399, 1, 397707
2.0, 10000000, 430, 158, 6, 37, 3076495
2.0, 1000000000, 627, 303, 0, 69, 307695047
5.0, 1, 1, 1, 0, 1, 0
5.0, 10, 9, 9, 0, 7, 1
5.0, 100, 89, 89, 1, 49, 8
5.0, 1000, 363, 363, 0, 159, 296
5.0, 10000, 659, 502, 0, 200, 3847
5.0, 100000, 783, 638, 6, 237, 39815
5.0, 1000000, 827, 726, 0, 253, 399954
0.1, 100000000, 26960120, 26960120, 8, 2, 3703167
5.0, 10000000, 971, 640, 1, 254, 3999736
2.0, 100000000, 470, 198, 0, 49, 30766935
5.0, 100000000, 998, 591, 1, 198, 40001391
0.1, 1000000000, 260436484, 260436482, 260436481, 1, 37033874
0.01, 1000000000, 895076319, 895076319, 895076318, 1, 3971725
0.1, 1000000000, 269137696, 269137626, 4, 4, 37036830
0.5, 1, 1, 1, 0, 1, 0
0.5, 10, 10, 10, 0, 2, 0
0.5, 100, 65, 63, 18, 6, 5
0.5, 1000, 168, 100, 4, 6, 117
0.5, 10000, 221, 171, 1, 17, 1356
0.5, 100000, 302, 195, 1, 14, 14247
0.5, 1000000, 477, 195, 3, 12, 143283
0.5, 10000000, 1416, 1257, 5, 13, 1428412
0.5, 100000000, 10498, 10258, 10, 10, 14289259
2.0, 1000000000, 471, 197, 3, 48, 307698789
5.0, 1000000000, 1098, 751, 2, 230, 400006828
0.5, 1000000000, 102475, 102237, 3, 18, 142855935
